month,model,n_obs,direction_accuracy,balanced_accuracy,f1_positive,mcc,rmse_return,mae_return
2024-05,VARX/Ridge news system,23,0.30434782608695654,0.5,0.4666666666666667,0.0,0.020459941384971963,0.017060479891642107
2024-06,ARIMAX market,20,0.45,0.5392156862745098,0.56,0.05716619504750295,0.013054579604221836,0.009826425828721673
2024-06,ARIMAX simple news,20,0.35,0.48039215686274506,0.43478260869565216,-0.030556616567607043,0.013226513508467356,0.010036187882306587
2024-06,LLM multi-agent hybrid,20,0.6,0.6274509803921569,0.7142857142857143,0.1829534767323246,0.012830697571181788,0.010451685030196473
2024-06,Market-only Ridge/LogReg,20,0.75,0.5784313725490196,0.8484848484848485,0.14002800840280097,0.012350597626916749,0.009763987779227944
2024-06,Naive previous return,20,0.75,0.5784313725490196,0.8484848484848485,0.14002800840280097,0.01799491387346236,0.013130248140496103
2024-06,VAR market system,20,0.7,0.4117647058823529,0.8235294117647058,-0.17647058823529413,0.012082068791471579,0.009464716520508322
2024-06,VARX/Ridge news system,20,0.7,0.4117647058823529,0.8235294117647058,-0.17647058823529413,0.013108833367907215,0.010534706180617498
2024-07,ARIMAX market,23,0.5217391304347826,0.46825396825396826,0.26666666666666666,-0.07056748320332842,0.012873826024112025,0.010281322046925853
2024-07,ARIMAX simple news,23,0.5652173913043478,0.4841269841269841,0.16666666666666666,-0.046004370622823615,0.01281228412872632,0.010258132343657042
2024-07,LLM multi-agent hybrid,23,0.43478260869565216,0.49603174603174605,0.5185185185185185,-0.00939060283031685,0.01380056387747892,0.010848321512578498
2024-07,Market-only Ridge/LogReg,23,0.43478260869565216,0.5357142857142857,0.5806451612903226,0.17094086468945693,0.014813432176591127,0.011571231018892734
2024-07,Naive previous return,23,0.6521739130434783,0.6349206349206349,0.5555555555555556,0.2698412698412698,0.015617810541963519,0.012529120711792274
2024-07,VAR market system,23,0.391304347826087,0.46031746031746035,0.5,-0.10218988991416098,0.012392199821416667,0.009782263643444278
2024-07,VARX/Ridge news system,23,0.391304347826087,0.5,0.5625,0.0,0.01546415991497758,0.012550518934765295
2024-08,ARIMAX market,22,0.5,0.45726495726495725,0.26666666666666666,-0.09435641951204965,0.019095218933319846,0.015584325746266501
2024-08,ARIMAX simple news,22,0.5909090909090909,0.5341880341880342,0.3076923076923077,0.0871627267280818,0.019416008618489838,0.015653304567492914
2024-08,LLM multi-agent hybrid,22,0.5,0.5427350427350428,0.56,0.09435641951204965,0.01981058671423116,0.017175342929013807
2024-08,Market-only Ridge/LogReg,22,0.45454545454545453,0.4700854700854701,0.45454545454545453,-0.05982905982905983,0.019120657804715082,0.015252816576211014
2024-08,Naive previous return,22,0.5,0.49145299145299143,0.42105263157894735,-0.016878989451394443,0.02523018799740998,0.019550476180122137
2024-08,VAR market system,22,0.36363636363636365,0.4444444444444444,0.5333333333333333,-0.26226526415648105,0.018733636671672067,0.015473855229227224
2024-08,VARX/Ridge news system,22,0.5454545454545454,0.5641025641025641,0.5454545454545454,0.1282051282051282,0.017854795630715698,0.014056065395378868
2024-09,ARIMAX market,21,0.47619047619047616,0.4444444444444444,0.26666666666666666,-0.12171612389003691,0.020337333911956433,0.015577526066644929
2024-09,ARIMAX simple news,21,0.42857142857142855,0.4027777777777778,0.25,-0.2041241452319315,0.0205880650417603,0.015798485505366982
2024-09,LLM multi-agent hybrid,21,0.5238095238095238,0.5416666666666666,0.5454545454545454,0.08492077756084468,0.027009888699476844,0.020381065658759814
2024-09,Market-only Ridge/LogReg,21,0.38095238095238093,0.41666666666666663,0.48,-0.19364916731037085,0.02059080212918071,0.01676631472394869
2024-09,Naive previous return,21,0.5238095238095238,0.5,0.375,0.0,0.028311905257513998,0.01891623182173774
2024-09,VAR market system,21,0.5238095238095238,0.5694444444444444,0.6153846153846154,0.17503501050350123,0.019544597256425315,0.01408552394888502
2024-09,VARX/Ridge news system,21,0.5238095238095238,0.5416666666666666,0.5454545454545454,0.08492077756084468,0.020977898850905414,0.016610752987655204
2024-10,ARIMAX market,23,0.6086956521739131,0.6136363636363636,0.5714285714285714,0.2326210525996177,0.027274176960535485,0.02102444129164183
2024-10,ARIMAX simple news,23,0.6086956521739131,0.6136363636363636,0.5714285714285714,0.2326210525996177,0.027503459262961855,0.02145006342442074
2024-10,LLM multi-agent hybrid,23,0.5652173913043478,0.5643939393939394,0.5833333333333334,0.12878787878787878,0.0274904154293666,0.020686230219710916
2024-10,Market-only Ridge/LogReg,23,0.6086956521739131,0.6022727272727273,0.6666666666666666,0.21452908258025827,0.028260611155915893,0.021414287208940747
2024-10,Naive previous return,23,0.30434782608695654,0.303030303030303,0.3333333333333333,-0.3939393939393939,0.0435832624858367,0.03650469282387227
2024-10,VAR market system,23,0.5652173913043478,0.553030303030303,0.6666666666666666,0.1284457725980754,0.026539519247944482,0.021026975991670388
